filename,wellID,counts
data/assayplate_3765/AssayPlate_Corning_3765_F08_T0001F001L01A01Z01C01.tif,F08,1369
data/assayplate_3765/AssayPlate_Corning_3765_G23_T0001F001L01A01Z01C01.tif,G23,895
data/assayplate_3765/AssayPlate_Corning_3765_E07_T0001F001L01A01Z01C01.tif,E07,1404
data/assayplate_3765/AssayPlate_Corning_3765_J17_T0001F001L01A01Z01C01.tif,J17,1258
data/assayplate_3765/AssayPlate_Corning_3765_O16_T0001F001L01A01Z01C01.tif,O16,811
data/assayplate_3765/AssayPlate_Corning_3765_E19_T0001F001L01A01Z01C01.tif,E19,1226
data/assayplate_3765/AssayPlate_Corning_3765_K05_T0001F001L01A01Z01C01.tif,K05,401
data/assayplate_3765/AssayPlate_Corning_3765_N11_T0001F001L01A01Z01C01.tif,N11,537
data/assayplate_3765/AssayPlate_Corning_3765_L09_T0001F001L01A01Z01C01.tif,L09,825
data/assayplate_3765/AssayPlate_Corning_3765_B10_T0001F001L01A01Z01C01.tif,B10,1184
data/assayplate_3765/AssayPlate_Corning_3765_A18_T0001F001L01A01Z01C01.tif,A18,1148
data/assayplate_3765/AssayPlate_Corning_3765_C09_T0001F001L01A01Z01C01.tif,C09,1351
data/assayplate_3765/AssayPlate_Corning_3765_P20_T0001F001L01A01Z01C01.tif,P20,207
data/assayplate_3765/AssayPlate_Corning_3765_G07_T0001F001L01A01Z01C01.tif,G07,1144
data/assayplate_3765/AssayPlate_Corning_3765_J20_T0001F001L01A01Z01C01.tif,J20,468
data/assayplate_3765/AssayPlate_Corning_3765_K10_T0001F001L01A01Z01C01.tif,K10,634
data/assayplate_3765/AssayPlate_Corning_3765_B16_T0001F001L01A01Z01C01.tif,B16,1196
data/assayplate_3765/AssayPlate_Corning_3765_C06_T0001F001L01A01Z01C01.tif,C06,1218
data/assayplate_3765/AssayPlate_Corning_3765_C12_T0001F001L01A01Z01C01.tif,C12,1291
data/assayplate_3765/AssayPlate_Corning_3765_L11_T0001F001L01A01Z01C01.tif,L11,667
data/assayplate_3765/AssayPlate_Corning_3765_F23_T0001F001L01A01Z01C01.tif,F23,920
data/assayplate_3765/AssayPlate_Corning_3765_B07_T0001F001L01A01Z01C01.tif,B07,1397
data/assayplate_3765/AssayPlate_Corning_3765_C15_T0001F001L01A01Z01C01.tif,C15,1119
data/assayplate_3765/AssayPlate_Corning_3765_E06_T0001F001L01A01Z01C01.tif,E06,1051
data/assayplate_3765/AssayPlate_Corning_3765_P12_T0001F001L01A01Z01C01.tif,P12,391
data/assayplate_3765/AssayPlate_Corning_3765_O05_T0001F001L01A01Z01C01.tif,O05,147
data/assayplate_3765/AssayPlate_Corning_3765_P08_T0001F001L01A01Z01C01.tif,P08,688
data/assayplate_3765/AssayPlate_Corning_3765_C13_T0001F001L01A01Z01C01.tif,C13,1268
data/assayplate_3765/AssayPlate_Corning_3765_A01_T0001F001L01A01Z01C01.tif,A01,1534
data/assayplate_3765/AssayPlate_Corning_3765_K23_T0001F001L01A01Z01C01.tif,K23,708
data/assayplate_3765/AssayPlate_Corning_3765_D10_T0001F001L01A01Z01C01.tif,D10,1186
data/assayplate_3765/AssayPlate_Corning_3765_P01_T0001F001L01A01Z01C01.tif,P01,739
data/assayplate_3765/AssayPlate_Corning_3765_I22_T0001F001L01A01Z01C01.tif,I22,847
data/assayplate_3765/AssayPlate_Corning_3765_K24_T0001F001L01A01Z01C01.tif,K24,820
data/assayplate_3765/AssayPlate_Corning_3765_F17_T0001F001L01A01Z01C01.tif,F17,1432
data/assayplate_3765/AssayPlate_Corning_3765_L03_T0001F001L01A01Z01C01.tif,L03,680
data/assayplate_3765/AssayPlate_Corning_3765_I17_T0001F001L01A01Z01C01.tif,I17,1150
data/assayplate_3765/AssayPlate_Corning_3765_C05_T0001F001L01A01Z01C01.tif,C05,1169
data/assayplate_3765/AssayPlate_Corning_3765_K14_T0001F001L01A01Z01C01.tif,K14,532
data/assayplate_3765/AssayPlate_Corning_3765_I16_T0001F001L01A01Z01C01.tif,I16,1129
data/assayplate_3765/AssayPlate_Corning_3765_B04_T0001F001L01A01Z01C01.tif,B04,844
data/assayplate_3765/AssayPlate_Corning_3765_O22_T0001F001L01A01Z01C01.tif,O22,496
data/assayplate_3765/AssayPlate_Corning_3765_F11_T0001F001L01A01Z01C01.tif,F11,825
data/assayplate_3765/AssayPlate_Corning_3765_O21_T0001F001L01A01Z01C01.tif,O21,361
data/assayplate_3765/AssayPlate_Corning_3765_B13_T0001F001L01A01Z01C01.tif,B13,1097
data/assayplate_3765/AssayPlate_Corning_3765_D14_T0001F001L01A01Z01C01.tif,D14,1195
data/assayplate_3765/AssayPlate_Corning_3765_E15_T0001F001L01A01Z01C01.tif,E15,1027
data/assayplate_3765/AssayPlate_Corning_3765_F06_T0001F001L01A01Z01C01.tif,F06,106
data/assayplate_3765/AssayPlate_Corning_3765_F18_T0001F001L01A01Z01C01.tif,F18,1253
data/assayplate_3765/AssayPlate_Corning_3765_F15_T0001F001L01A01Z01C01.tif,F15,240
data/assayplate_3765/AssayPlate_Corning_3765_N14_T0001F001L01A01Z01C01.tif,N14,584
data/assayplate_3765/AssayPlate_Corning_3765_H22_T0001F001L01A01Z01C01.tif,H22,863
data/assayplate_3765/AssayPlate_Corning_3765_O23_T0001F001L01A01Z01C01.tif,O23,560
data/assayplate_3765/AssayPlate_Corning_3765_G05_T0001F001L01A01Z01C01.tif,G05,659
data/assayplate_3765/AssayPlate_Corning_3765_M09_T0001F001L01A01Z01C01.tif,M09,705
data/assayplate_3765/AssayPlate_Corning_3765_J02_T0001F001L01A01Z01C01.tif,J02,877
data/assayplate_3765/AssayPlate_Corning_3765_F13_T0001F001L01A01Z01C01.tif,F13,1133
data/assayplate_3765/AssayPlate_Corning_3765_E11_T0001F001L01A01Z01C01.tif,E11,1012
data/assayplate_3765/AssayPlate_Corning_3765_N15_T0001F001L01A01Z01C01.tif,N15,631
data/assayplate_3765/AssayPlate_Corning_3765_C23_T0001F001L01A01Z01C01.tif,C23,927
data/assayplate_3765/AssayPlate_Corning_3765_D07_T0001F001L01A01Z01C01.tif,D07,1311
data/assayplate_3765/AssayPlate_Corning_3765_A11_T0001F001L01A01Z01C01.tif,A11,1190
data/assayplate_3765/AssayPlate_Corning_3765_P13_T0001F001L01A01Z01C01.tif,P13,393
data/assayplate_3765/AssayPlate_Corning_3765_I03_T0001F001L01A01Z01C01.tif,I03,826
data/assayplate_3765/AssayPlate_Corning_3765_F05_T0001F001L01A01Z01C01.tif,F05,740
data/assayplate_3765/AssayPlate_Corning_3765_G03_T0001F001L01A01Z01C01.tif,G03,757
data/assayplate_3765/AssayPlate_Corning_3765_E21_T0001F001L01A01Z01C01.tif,E21,872
data/assayplate_3765/AssayPlate_Corning_3765_A09_T0001F001L01A01Z01C01.tif,A09,1274
data/assayplate_3765/AssayPlate_Corning_3765_I10_T0001F001L01A01Z01C01.tif,I10,753
data/assayplate_3765/AssayPlate_Corning_3765_C14_T0001F001L01A01Z01C01.tif,C14,1139
data/assayplate_3765/AssayPlate_Corning_3765_M08_T0001F001L01A01Z01C01.tif,M08,1064
data/assayplate_3765/AssayPlate_Corning_3765_L06_T0001F001L01A01Z01C01.tif,L06,516
data/assayplate_3765/AssayPlate_Corning_3765_B11_T0001F001L01A01Z01C01.tif,B11,1012
data/assayplate_3765/AssayPlate_Corning_3765_J04_T0001F001L01A01Z01C01.tif,J04,491
data/assayplate_3765/AssayPlate_Corning_3765_M21_T0001F001L01A01Z01C01.tif,M21,598
data/assayplate_3765/AssayPlate_Corning_3765_L20_T0001F001L01A01Z01C01.tif,L20,520
data/assayplate_3765/AssayPlate_Corning_3765_D11_T0001F001L01A01Z01C01.tif,D11,1173
data/assayplate_3765/AssayPlate_Corning_3765_P06_T0001F001L01A01Z01C01.tif,P06,538
data/assayplate_3765/AssayPlate_Corning_3765_A20_T0001F001L01A01Z01C01.tif,A20,1188
data/assayplate_3765/AssayPlate_Corning_3765_P02_T0001F001L01A01Z01C01.tif,P02,536
data/assayplate_3765/AssayPlate_Corning_3765_I06_T0001F001L01A01Z01C01.tif,I06,809
data/assayplate_3765/AssayPlate_Corning_3765_N12_T0001F001L01A01Z01C01.tif,N12,680
data/assayplate_3765/AssayPlate_Corning_3765_I24_T0001F001L01A01Z01C01.tif,I24,978
data/assayplate_3765/AssayPlate_Corning_3765_K11_T0001F001L01A01Z01C01.tif,K11,477
data/assayplate_3765/AssayPlate_Corning_3765_D02_T0001F001L01A01Z01C01.tif,D02,870
data/assayplate_3765/AssayPlate_Corning_3765_B12_T0001F001L01A01Z01C01.tif,B12,1590
data/assayplate_3765/AssayPlate_Corning_3765_A07_T0001F001L01A01Z01C01.tif,A07,1123
data/assayplate_3765/AssayPlate_Corning_3765_G17_T0001F001L01A01Z01C01.tif,G17,1316
data/assayplate_3765/AssayPlate_Corning_3765_A03_T0001F001L01A01Z01C01.tif,A03,1004
data/assayplate_3765/AssayPlate_Corning_3765_I04_T0001F001L01A01Z01C01.tif,I04,563
data/assayplate_3765/AssayPlate_Corning_3765_M03_T0001F001L01A01Z01C01.tif,M03,644
data/assayplate_3765/AssayPlate_Corning_3765_K13_T0001F001L01A01Z01C01.tif,K13,812
data/assayplate_3765/AssayPlate_Corning_3765_P15_T0001F001L01A01Z01C01.tif,P15,295
data/assayplate_3765/AssayPlate_Corning_3765_A05_T0001F001L01A01Z01C01.tif,A05,1216
data/assayplate_3765/AssayPlate_Corning_3765_L22_T0001F001L01A01Z01C01.tif,L22,1336
data/assayplate_3765/AssayPlate_Corning_3765_C21_T0001F001L01A01Z01C01.tif,C21,978
data/assayplate_3765/AssayPlate_Corning_3765_J24_T0001F001L01A01Z01C01.tif,J24,844
data/assayplate_3765/AssayPlate_Corning_3765_E14_T0001F001L01A01Z01C01.tif,E14,1086
data/assayplate_3765/AssayPlate_Corning_3765_P10_T0001F001L01A01Z01C01.tif,P10,521
data/assayplate_3765/AssayPlate_Corning_3765_H23_T0001F001L01A01Z01C01.tif,H23,827
data/assayplate_3765/AssayPlate_Corning_3765_F09_T0001F001L01A01Z01C01.tif,F09,1179
data/assayplate_3765/AssayPlate_Corning_3765_K19_T0001F001L01A01Z01C01.tif,K19,545
data/assayplate_3765/AssayPlate_Corning_3765_J15_T0001F001L01A01Z01C01.tif,J15,760
data/assayplate_3765/AssayPlate_Corning_3765_I15_T0001F001L01A01Z01C01.tif,I15,801
data/assayplate_3765/AssayPlate_Corning_3765_H18_T0001F001L01A01Z01C01.tif,H18,1242
data/assayplate_3765/AssayPlate_Corning_3765_M18_T0001F001L01A01Z01C01.tif,M18,796
data/assayplate_3765/AssayPlate_Corning_3765_M15_T0001F001L01A01Z01C01.tif,M15,643
