filename,wellID,counts,well,wellNum
data/assayplate_3765/AssayPlate_Corning_3765_J13_T0001F001L01A01Z01C01.tif,J13,1664,J,13
data/assayplate_3765/AssayPlate_Corning_3765_J20_T0001F001L01A01Z01C01.tif,J20,468,J,20
data/assayplate_3765/AssayPlate_Corning_3765_J02_T0001F001L01A01Z01C01.tif,J02,877,J,02
data/assayplate_3765/AssayPlate_Corning_3765_J19_T0001F001L01A01Z01C01.tif,J19,598,J,19
data/assayplate_3765/AssayPlate_Corning_3765_J23_T0001F001L01A01Z01C01.tif,J23,812,J,23
data/assayplate_3765/AssayPlate_Corning_3765_J04_T0001F001L01A01Z01C01.tif,J04,491,J,04
data/assayplate_3765/AssayPlate_Corning_3765_K20_T0001F001L01A01Z01C01.tif,K20,411,K,20
data/assayplate_3765/AssayPlate_Corning_3765_K16_T0001F001L01A01Z01C01.tif,K16,967,K,16
data/assayplate_3765/AssayPlate_Corning_3765_K06_T0001F001L01A01Z01C01.tif,K06,527,K,06
data/assayplate_3765/AssayPlate_Corning_3765_K13_T0001F001L01A01Z01C01.tif,K13,812,K,13
data/assayplate_3765/AssayPlate_Corning_3765_K02_T0001F001L01A01Z01C01.tif,K02,896,K,02
data/assayplate_3765/AssayPlate_Corning_3765_K15_T0001F001L01A01Z01C01.tif,K15,666,K,15
data/assayplate_3765/AssayPlate_Corning_3765_K18_T0001F001L01A01Z01C01.tif,K18,979,K,18
data/assayplate_3765/AssayPlate_Corning_3765_K12_T0001F001L01A01Z01C01.tif,K12,756,K,12
data/assayplate_3765/AssayPlate_Corning_3765_K04_T0001F001L01A01Z01C01.tif,K04,465,K,04
data/assayplate_3765/AssayPlate_Corning_3765_K05_T0001F001L01A01Z01C01.tif,K05,401,K,05
data/assayplate_3765/AssayPlate_Corning_3765_K19_T0001F001L01A01Z01C01.tif,K19,545,K,19
data/assayplate_3765/AssayPlate_Corning_3765_K17_T0001F001L01A01Z01C01.tif,K17,1047,K,17
data/assayplate_3765/AssayPlate_Corning_3765_K03_T0001F001L01A01Z01C01.tif,K03,679,K,03
data/assayplate_3765/AssayPlate_Corning_3765_K10_T0001F001L01A01Z01C01.tif,K10,634,K,10
